"date","geoRegion","ICU_AllPatients","ICU_Covid19Patients","ICU_Capacity","Total_AllPatients","Total_Covid19Patients","Total_Capacity","ICU_NonCovid19Patients","ICU_FreeCapacity","Total_NonCovid19Patients","Total_FreeCapacity","timeframe_14d","timeframe_28d","timeframe_phase2","timeframe_phase2b","timeframe_all","Total_Capacity_mean15d","Total_AllPatients_mean15d","Total_Covid19Patients_mean15d","Total_NonCovid19Patients_mean15d","Total_FreeCapacity_mean15d","ICU_Capacity_mean15d","ICU_AllPatients_mean15d","ICU_Covid19Patients_mean15d","ICU_NonCovid19Patients_mean15d","ICU_FreeCapacity_mean15d","type_variant","ICUPercent_AllPatients","ICUPercent_NonCovid19Patients","ICUPercent_Covid19Patients","ICUPercent_FreeCapacity","ICUPercent_Capacity","TotalPercent_AllPatients","TotalPercent_NonCovid19Patients","TotalPercent_Covid19Patients","TotalPercent_FreeCapacity","TotalPercent_Capacity","type","version"
2020-10-15,"ZH",197,8,306,3326,50,4017,189,109,3276,691,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",64.4,61.8,2.6,35.6,100,82.8,81.6,1.2,17.2,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-16,"AG",28,2,40,520,7,947,26,12,513,427,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",70,65,5,30,100,54.9,54.2,0.7,45.1,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-16,"AI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-16,"AR",0,0,10,24,8,80,0,10,16,56,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",0,0,0,100,100,30,20,10,70,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-16,"BE",75,4,89,1732,36,2448,71,14,1696,716,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",84.3,79.8,4.5,15.7,100,70.8,69.3,1.5,29.2,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-16,"BL",3,0,16,485,4,540,3,13,481,55,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",18.8,18.8,0,81.2,100,89.8,89.1,0.7,10.2,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-16,"BS",40,3,50,580,9,1022,37,10,571,442,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",80,74,6,20,100,56.8,55.9,0.9,43.2,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-16,"FR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-16,"GE",33,6,40,1818,15,2331,27,7,1803,513,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",82.5,67.5,15,17.5,100,78,77.3,0.6,22,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-16,"GL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-16,"GR",10,3,16,307,6,451,7,6,301,144,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",62.5,43.8,18.8,37.5,100,68.1,66.7,1.3,31.9,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-16,"JU",3,2,6,275,11,323,1,3,264,48,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",50,16.7,33.3,50,100,85.1,81.7,3.4,14.9,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-16,"LU",29,1,38,682,16,864,28,9,666,182,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",76.3,73.7,2.6,23.7,100,78.9,77.1,1.9,21.1,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-16,"NE",6,1,10,313,19,381,5,4,294,68,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",60,50,10,40,100,82.2,77.2,5,17.8,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-16,"NW",5,0,6,71,0,85,5,1,71,14,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",83.3,83.3,0,16.7,100,83.5,83.5,0,16.5,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-16,"OW",0,0,0,46,0,67,0,0,46,21,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",NA,NA,NA,NA,NA,68.7,68.7,0,31.3,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-16,"SG",44,7,55,932,36,1195,37,11,896,263,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",80,67.3,12.7,20,100,78,75,3,22,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-16,"SH",7,0,7,125,6,151,7,0,119,26,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",100,100,0,0,100,82.8,78.8,4,17.2,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-16,"SO",11,1,15,407,10,516,10,4,397,109,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",73.3,66.7,6.7,26.7,100,78.9,76.9,1.9,21.1,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-16,"SZ",8,3,11,174,25,246,5,3,149,72,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",72.7,45.5,27.3,27.3,100,70.7,60.6,10.2,29.3,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-16,"TG",17,1,37,44,13,125,16,20,31,81,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",45.9,43.2,2.7,54.1,100,35.2,24.8,10.4,64.8,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-16,"TI",23,0,60,705,6,834,23,37,699,129,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",38.3,38.3,0,61.7,100,84.5,83.8,0.7,15.5,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-16,"UR",2,0,6,59,2,81,2,4,57,22,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",33.3,33.3,0,66.7,100,72.8,70.4,2.5,27.2,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-16,"VD",55,8,79,1143,59,1642,47,24,1084,499,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",69.6,59.5,10.1,30.4,100,69.6,66,3.6,30.4,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-16,"VS",14,4,27,261,8,318,10,13,253,57,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",51.9,37,14.8,48.1,100,82.1,79.6,2.5,17.9,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-16,"ZG",7,1,8,186,11,240,6,1,175,54,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",87.5,75,12.5,12.5,100,77.5,72.9,4.6,22.5,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-16,"ZH",198,9,306,3279,48,4017,189,108,3231,738,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",64.7,61.8,2.9,35.3,100,81.6,80.4,1.2,18.4,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-17,"AG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-17,"AI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-17,"AR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-17,"BE",46,1,59,1217,16,1855,45,13,1201,638,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",78,76.3,1.7,22,100,65.6,64.7,0.9,34.4,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-17,"BL",0,0,0,34,0,48,0,0,34,14,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",NA,NA,NA,NA,NA,70.8,70.8,0,29.2,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-17,"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-17,"FR",22,5,24,486,24,521,17,2,462,35,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",91.7,70.8,20.8,8.3,100,93.3,88.7,4.6,6.7,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-17,"GE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-17,"GL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-17,"GR",0,0,0,17,1,55,0,0,16,38,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",NA,NA,NA,NA,NA,30.9,29.1,1.8,69.1,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-17,"JU",4,1,6,275,11,323,3,2,264,48,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",66.7,50,16.7,33.3,100,85.1,81.7,3.4,14.9,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-17,"LU",18,1,20,295,6,373,17,2,289,78,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",90,85,5,10,100,79.1,77.5,1.6,20.9,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-17,"NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-17,"NW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-17,"OW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-17,"SG",4,1,7,101,2,160,3,3,99,59,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",57.1,42.9,14.3,42.9,100,63.1,61.9,1.2,36.9,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-17,"SH",6,0,8,125,6,151,6,2,119,26,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",75,75,0,25,100,82.8,78.8,4,17.2,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-17,"SO",0,0,0,58,0,61,0,0,58,3,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",NA,NA,NA,NA,NA,95.1,95.1,0,4.9,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-17,"SZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-17,"TG",13,1,31,18,12,91,12,18,6,73,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",41.9,38.7,3.2,58.1,100,19.8,6.6,13.2,80.2,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-17,"TI",0,0,7,169,7,169,0,7,162,0,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",0,0,0,100,100,100,95.9,4.1,0,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-17,"UR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-17,"VD",41,11,53,748,48,1055,30,12,700,307,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",77.4,56.6,20.8,22.6,100,70.9,66.4,4.5,29.1,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-17,"VS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-17,"ZG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-17,"ZH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-18,"AG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-18,"AI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-18,"AR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-18,"BE",46,6,68,1254,34,2066,40,22,1220,812,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",67.6,58.8,8.8,32.4,100,60.7,59.1,1.6,39.3,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-18,"BL",0,0,0,30,0,48,0,0,30,18,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",NA,NA,NA,NA,NA,62.5,62.5,0,37.5,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-18,"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-18,"FR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-18,"GE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-18,"GL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-18,"GR",0,0,0,52,1,121,0,0,51,69,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",NA,NA,NA,NA,NA,43,42.1,0.8,57,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-10-18,"JU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID19HospCapacity","2021-03-24_08-05-44"
