"date","geoRegion","sex","entries","type_variant","pop","sumTotal","per100Persons","per100Persons_mean7d","per100PersonsTotal","mean7d","type","version","granularity","freq","prct"
202052,"AI","male",9,"sex",8303,9,0.11,NA,0.11,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.205,20.5
202053,"AI","male",0,"sex",8303,9,0,NA,0.11,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",NA,NA
202101,"AI","male",180,"sex",8303,189,2.17,NA,2.28,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.511,51.1
202102,"AI","male",94,"sex",8303,283,1.13,1.19,3.41,98.71,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.485,48.5
202103,"AI","male",177,"sex",8303,460,2.13,1.41,5.54,117.29,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.494,49.4
202104,"AI","male",68,"sex",8303,528,0.82,1.75,6.36,145.29,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.391,39.1
202105,"AI","male",163,"sex",8303,691,1.96,1.53,8.32,127,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.509,50.9
202106,"AI","male",139,"sex",8303,830,1.67,1.43,10,118.57,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.473,47.3
202107,"AI","male",196,"sex",8303,1026,2.36,1.21,12.36,100.14,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.489,48.9
202108,"AI","male",52,"sex",8303,1078,0.63,1.1,12.98,91.57,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.486,48.6
202109,"AI","male",35,"sex",8303,1113,0.42,NA,13.4,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.467,46.7
202110,"AI","male",48,"sex",8303,1161,0.58,NA,13.98,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.457,45.7
202111,"AI","male",8,"sex",8303,1169,0.1,NA,14.08,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.364,36.4
202052,"AI","female",35,"sex",7825,35,0.45,NA,0.45,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.795,79.5
202053,"AI","female",0,"sex",7825,35,0,NA,0.45,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",NA,NA
202101,"AI","female",172,"sex",7825,207,2.2,NA,2.65,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.489,48.9
202102,"AI","female",100,"sex",7825,307,1.28,1.37,3.92,107.29,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.515,51.5
202103,"AI","female",181,"sex",7825,488,2.31,1.59,6.24,124.43,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.506,50.6
202104,"AI","female",106,"sex",7825,594,1.35,1.96,7.59,153.71,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.609,60.9
202105,"AI","female",157,"sex",7825,751,2.01,1.75,9.6,137,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.491,49.1
202106,"AI","female",155,"sex",7825,906,1.98,1.64,11.58,128.43,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.527,52.7
202107,"AI","female",205,"sex",7825,1111,2.62,1.41,14.2,110.71,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.511,51.1
202108,"AI","female",55,"sex",7825,1166,0.7,1.25,14.9,97.57,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.514,51.4
202109,"AI","female",40,"sex",7825,1206,0.51,NA,15.41,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.533,53.3
202110,"AI","female",57,"sex",7825,1263,0.73,NA,16.14,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.543,54.3
202111,"AI","female",14,"sex",7825,1277,0.18,NA,16.32,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.636,63.6
202052,"AI","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202053,"AI","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",NA,NA
202101,"AI","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202102,"AI","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202103,"AI","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202104,"AI","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202105,"AI","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202106,"AI","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202107,"AI","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202108,"AI","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202109,"AI","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202110,"AI","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202111,"AI","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202052,"AR","male",0,"sex",27938,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",NA,NA
202053,"AR","male",2,"sex",27938,2,0.01,NA,0.01,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",1,100
202101,"AR","male",226,"sex",27938,228,0.81,NA,0.82,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.325,32.5
202102,"AR","male",0,"sex",27938,228,0,0.82,0.82,230.29,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",NA,NA
202103,"AR","male",665,"sex",27938,893,2.38,0.86,3.2,240.43,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.486,48.6
202104,"AR","male",719,"sex",27938,1612,2.57,1.21,5.77,337.29,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.441,44.1
202105,"AR","male",0,"sex",27938,1612,0,1.31,5.77,366.71,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",NA,NA
202106,"AR","male",71,"sex",27938,1683,0.25,1.46,6.02,409.43,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.289,28.9
202107,"AR","male",680,"sex",27938,2363,2.43,1.22,8.46,342.43,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.515,51.5
202108,"AR","male",432,"sex",27938,2795,1.55,1.17,10,328.43,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.541,54.1
202109,"AR","male",299,"sex",27938,3094,1.07,NA,11.07,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.502,50.2
202110,"AR","male",196,"sex",27938,3290,0.7,NA,11.78,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.5,50
202111,"AR","male",621,"sex",27938,3911,2.22,NA,14,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.518,51.8
202052,"AR","female",0,"sex",27507,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",NA,NA
202053,"AR","female",0,"sex",27507,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202101,"AR","female",468,"sex",27507,468,1.7,NA,1.7,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.673,67.3
202102,"AR","female",0,"sex",27507,468,0,1.08,1.7,297.57,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",NA,NA
202103,"AR","female",703,"sex",27507,1171,2.56,1.17,4.26,322.57,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.514,51.4
202104,"AR","female",912,"sex",27507,2083,3.32,1.51,7.57,414,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.559,55.9
202105,"AR","female",0,"sex",27507,2083,0,1.45,7.57,399.57,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",NA,NA
202106,"AR","female",175,"sex",27507,2258,0.64,1.61,8.21,442,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.711,71.1
202107,"AR","female",640,"sex",27507,2898,2.33,1.34,10.54,369.57,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.485,48.5
202108,"AR","female",367,"sex",27507,3265,1.33,1.17,11.87,321.71,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.459,45.9
202109,"AR","female",297,"sex",27507,3562,1.08,NA,12.95,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.498,49.8
202110,"AR","female",196,"sex",27507,3758,0.71,NA,13.66,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.5,50
202111,"AR","female",577,"sex",27507,4335,2.1,NA,15.76,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.482,48.2
202052,"AR","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",NA,NA
202053,"AR","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202101,"AR","unknown",1,"sex",NA,1,NA,NA,NA,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.001,0.1
202102,"AR","unknown",0,"sex",NA,1,NA,NA,NA,0.14,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",NA,NA
202103,"AR","unknown",0,"sex",NA,1,NA,NA,NA,0.14,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202104,"AR","unknown",0,"sex",NA,1,NA,NA,NA,0.14,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202105,"AR","unknown",0,"sex",NA,1,NA,NA,NA,0,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",NA,NA
202106,"AR","unknown",0,"sex",NA,1,NA,NA,NA,0,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202107,"AR","unknown",0,"sex",NA,1,NA,NA,NA,0,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202108,"AR","unknown",0,"sex",NA,1,NA,NA,NA,0,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202109,"AR","unknown",0,"sex",NA,1,NA,NA,NA,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202110,"AR","unknown",0,"sex",NA,1,NA,NA,NA,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202111,"AR","unknown",0,"sex",NA,1,NA,NA,NA,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202052,"BE","male",0,"sex",510170,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",NA,NA
202053,"BE","male",0,"sex",510170,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",NA,NA
202101,"BE","male",0,"sex",510170,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",NA,NA
202102,"BE","male",1933,"sex",510170,1933,0.38,0.44,0.38,2268.29,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.437,43.7
202103,"BE","male",4240,"sex",510170,6173,0.83,0.62,1.21,3160.43,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.426,42.6
202104,"BE","male",4714,"sex",510170,10887,0.92,0.84,2.13,4282,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.458,45.8
202105,"BE","male",4991,"sex",510170,15878,0.98,1.02,3.11,5219.29,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.453,45.3
202106,"BE","male",6245,"sex",510170,22123,1.22,1.16,4.34,5932.14,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.404,40.4
202107,"BE","male",7851,"sex",510170,29974,1.54,1.3,5.88,6648,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.377,37.7
202108,"BE","male",6561,"sex",510170,36535,1.29,1.43,7.16,7287,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.411,41.1
202109,"BE","male",6923,"sex",510170,43458,1.36,NA,8.52,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.429,42.9
202110,"BE","male",9251,"sex",510170,52709,1.81,NA,10.33,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.392,39.2
202111,"BE","male",9187,"sex",510170,61896,1.8,NA,12.13,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.404,40.4
202052,"BE","female",0,"sex",529304,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",NA,NA
202053,"BE","female",0,"sex",529304,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",NA,NA
202101,"BE","female",0,"sex",529304,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",NA,NA
202102,"BE","female",2484,"sex",529304,2484,0.47,0.53,0.47,2824,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.562,56.2
202103,"BE","female",5700,"sex",529304,8184,1.08,0.78,1.55,4140.86,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.573,57.3
202104,"BE","female",5572,"sex",529304,13756,1.05,1.13,2.6,5994.86,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.541,54.1
202105,"BE","female",6012,"sex",529304,19768,1.14,1.39,3.73,7335.86,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.546,54.6
202106,"BE","female",9218,"sex",529304,28986,1.74,1.57,5.48,8293.57,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.596,59.6
202107,"BE","female",12978,"sex",529304,41964,2.45,1.8,7.93,9530.86,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.623,62.3
202108,"BE","female",9387,"sex",529304,51351,1.77,2.02,9.7,10672.43,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.588,58.8
202109,"BE","female",9188,"sex",529304,60539,1.74,NA,11.44,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.57,57
202110,"BE","female",14361,"sex",529304,74900,2.71,NA,14.15,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.608,60.8
202111,"BE","female",13563,"sex",529304,88463,2.56,NA,16.71,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.596,59.6
202052,"BE","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",NA,NA
202053,"BE","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",NA,NA
202101,"BE","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",NA,NA
202102,"BE","unknown",2,"sex",NA,2,NA,NA,NA,3.57,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202103,"BE","unknown",9,"sex",NA,11,NA,NA,NA,4.86,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.001,0.1
202104,"BE","unknown",9,"sex",NA,20,NA,NA,NA,6.86,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.001,0.1
202105,"BE","unknown",5,"sex",NA,25,NA,NA,NA,8.43,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202106,"BE","unknown",9,"sex",NA,34,NA,NA,NA,9.29,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.001,0.1
202107,"BE","unknown",14,"sex",NA,48,NA,NA,NA,9.71,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.001,0.1
202108,"BE","unknown",11,"sex",NA,59,NA,NA,NA,10.57,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.001,0.1
202109,"BE","unknown",8,"sex",NA,67,NA,NA,NA,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202110,"BE","unknown",12,"sex",NA,79,NA,NA,NA,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.001,0.1
202111,"BE","unknown",15,"sex",NA,94,NA,NA,NA,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.001,0.1
202052,"BL","male",0,"sex",141890,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",NA,NA
202053,"BL","male",71,"sex",141890,71,0.05,NA,0.05,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.277,27.7
202101,"BL","male",780,"sex",141890,851,0.55,NA,0.6,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.481,48.1
202102,"BL","male",1334,"sex",141890,2185,0.94,0.69,1.54,984,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.444,44.4
202103,"BL","male",1480,"sex",141890,3665,1.04,0.89,2.58,1261.71,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.426,42.6
202104,"BL","male",1421,"sex",141890,5086,1,1.11,3.58,1579.43,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.465,46.5
202105,"BL","male",1802,"sex",141890,6888,1.27,1.24,4.85,1757.86,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.463,46.3
202106,"BL","male",1944,"sex",141890,8832,1.37,1.32,6.22,1875.57,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.433,43.3
202107,"BL","male",2295,"sex",141890,11127,1.62,1.36,7.84,1936.57,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.457,45.7
202108,"BL","male",2029,"sex",141890,13156,1.43,1.55,9.27,2196.86,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.433,43.3
202109,"BL","male",2158,"sex",141890,15314,1.52,NA,10.79,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.502,50.2
202110,"BL","male",1907,"sex",141890,17221,1.34,NA,12.14,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.471,47.1
